corpus_id,entry_no,definition,present,present_1sg,imperfective,perfective,imperative,infinitive,entry_type,h_root,h_alt_tag,aspect_class,prefix_class,tense_present_class,set_a,plural,animate_objects,variant_present,variant_incompletive,variant_completive,variant_immediate,variant_infinitive
893,923,he/she lives (in sense of resides now),kanela,tsinela,kanelo'i,,hinelesti,,StativeFutProg,nel,[H_alt=none],stative,r_stem,a_present,True,False,True,1,1,1,1,1
895,925,it’s freezing,kanestalati'a,tsinestalati'a,kanestalatisko'i,unestalatv'i,hinestalata,unestalatisti,Eventful,nestalat,[H_alt=none],i-a-i,r_stem,a_present,True,False,False,1,1,1,1,1
895,925,it’s freezing,kanestalati'a,tsinestalati'a,kanestalatisko'i,unestalatv'i,hinestalata,unestalatisti,Eventful,nestalat,[H_alt=none],i-a-i,r_stem,a_present,True,False,True,1,1,1,1,1
896,926,it’s hailing,kanesoyhska,,kanesoyhsko'i,unesoyhsv'i,,unesoyhsti,Eventful,anesoyh,[H_alt=none],sk-s-a,a_stem,a_present,True,False,False,1,1,1,1,2
896,926,it’s hailing,kanesoyhska,,kanesoyhsko'i,unesoyhsv'i,,unesoyhsti,Eventful,anesoyh,[H_alt=none],sk-s-a,a_stem,a_present,True,False,True,1,1,1,1,2
896,926,it’s hailing,kanesoyhska,,kanesoyhsko'i,unesoyhsv'i,,unesoyhsti,Eventful,anesoyh,[H_alt=none],sk-s-hst,a_stem,a_present,True,False,False,1,1,1,1,1
896,926,it’s hailing,kanesoyhska,,kanesoyhsko'i,unesoyhsv'i,,unesoyhsti,Eventful,anesoyh,[H_alt=none],sk-s-hst,a_stem,a_present,True,False,True,1,1,1,1,1
896,926,it’s hailing,kanesoyhska,,kanesoyhsko'i,unesoyhsv'i,,unesoyhsti,Eventful,anesoyh,[H_alt=none],sk-s-la,a_stem,a_present,True,False,False,1,1,1,1,1
896,926,it’s hailing,kanesoyhska,,kanesoyhsko'i,unesoyhsv'i,,unesoyhsti,Eventful,anesoyh,[H_alt=none],sk-s-la,a_stem,a_present,True,False,True,1,1,1,1,1
896,926,it’s hailing,kanesoyhska,,kanesoyhsko'i,unesoyhsv'i,,unesoyhsti,Eventful,nesoyh,[H_alt=none],sk-s-a,r_stem,a_present,True,False,False,1,1,1,1,2
896,926,it’s hailing,kanesoyhska,,kanesoyhsko'i,unesoyhsv'i,,unesoyhsti,Eventful,nesoyh,[H_alt=none],sk-s-a,r_stem,a_present,True,False,True,1,1,1,1,2
896,926,it’s hailing,kanesoyhska,,kanesoyhsko'i,unesoyhsv'i,,unesoyhsti,Eventful,nesoyh,[H_alt=none],sk-s-hst,r_stem,a_present,True,False,False,1,1,1,1,1
896,926,it’s hailing,kanesoyhska,,kanesoyhsko'i,unesoyhsv'i,,unesoyhsti,Eventful,nesoyh,[H_alt=none],sk-s-hst,r_stem,a_present,True,False,True,1,1,1,1,1
896,926,it’s hailing,kanesoyhska,,kanesoyhsko'i,unesoyhsv'i,,unesoyhsti,Eventful,nesoyh,[H_alt=none],sk-s-la,r_stem,a_present,True,False,False,1,1,1,1,1
896,926,it’s hailing,kanesoyhska,,kanesoyhsko'i,unesoyhsv'i,,unesoyhsti,Eventful,nesoyh,[H_alt=none],sk-s-la,r_stem,a_present,True,False,True,1,1,1,1,1
899,929,he/she is lying down,kanhka,tsinvka,kanhko'i,,hinhkesti,,StativeFutProg,nh,[H_alt=vowel_v],stative-k,r_stem,a_present,True,False,False,1,1,1,1,1
899,929,he/she is lying down,kanhka,tsinvka,kanhko'i,,hinhkesti,,StativeFutProg,nh,[H_alt=vowel_v],stative-k,r_stem,a_present,True,False,True,1,1,1,1,1
899,929,he/she is lying down,kanhka,tsinvka,kanhko'i,,hinhkesti,,StativeFutProg,nhk,[H_alt=vowel_v],stative,r_stem,a_present,True,False,False,1,1,1,1,1
899,929,he/she is lying down,kanhka,tsinvka,kanhko'i,,hinhkesti,,StativeFutProg,nhk,[H_alt=vowel_v],stative,r_stem,a_present,True,False,True,1,1,1,1,1
901,931,he/she is agitating liquid,kanhkwa'eha,tsinhkwa'eha,kanhkwa'esko'i,unhkwa'ehv'i,hinhkwa'vla,unhkwa'ehti,Eventful,nhkwa',[H_alt=none],apl-active,r_stem,a_present,True,False,False,1,1,1,1,1
901,931,he/she is agitating liquid,kanhkwa'eha,tsinhkwa'eha,kanhkwa'esko'i,unhkwa'ehv'i,hinhkwa'vla,unhkwa'ehti,Eventful,nhkwa',[H_alt=none],apl-active,r_stem,a_present,True,False,True,1,1,1,1,1
902,932,he/she is taking a liquid somewhere by hand,kanhtseka,tsinvtseka,kanhtseko'i,unhtsvsv'i,hinhtsuka,unhtsvsti,Eventful,nhts,[H_alt=vowel_v],go,r_stem,a_present,True,False,False,1,1,1,1,1
902,932,he/she is taking a liquid somewhere by hand,kanhtseka,tsinvtseka,kanhtseko'i,unhtsvsv'i,hinhtsuka,unhtsvsti,Eventful,nhts,[H_alt=vowel_v],go,r_stem,a_present,True,False,True,1,1,1,1,1
903,933,he/she is holding some liquid,kanhtseha,tsinvtseha,kanhtseho'i,,hinhtsehesti,,StativeFutProg,nhts,[H_alt=vowel_v],stative-eh,r_stem,a_present,True,False,False,1,1,1,1,1
903,933,he/she is holding some liquid,kanhtseha,tsinvtseha,kanhtseho'i,,hinhtsehesti,,StativeFutProg,nhts,[H_alt=vowel_v],stative-eh,r_stem,a_present,True,False,True,1,1,1,1,1
903,933,he/she is holding some liquid,kanhtseha,tsinvtseha,kanhtseho'i,,hinhtsehesti,,StativeFutProg,nhtse,[H_alt=vowel_v],stative-h,r_stem,a_present,True,False,False,1,1,1,1,1
903,933,he/she is holding some liquid,kanhtseha,tsinvtseha,kanhtseho'i,,hinhtsehesti,,StativeFutProg,nhtse,[H_alt=vowel_v],stative-h,r_stem,a_present,True,False,True,1,1,1,1,1
903,933,he/she is holding some liquid,kanhtseha,tsinvtseha,kanhtseho'i,,hinhtsehesti,,StativeFutProg,nhtseh,[H_alt=vowel_v],stative,r_stem,a_present,True,False,False,1,1,1,1,1
903,933,he/she is holding some liquid,kanhtseha,tsinvtseha,kanhtseho'i,,hinhtsehesti,,StativeFutProg,nhtseh,[H_alt=vowel_v],stative,r_stem,a_present,True,False,True,1,1,1,1,1
904,934,he/she is handling some liquid,kanhtsitoha,tsinvtsitoha,kanhtsitoho'i,unhtsitolv'i,hinhtsita,unhtsitasti,Eventful,nhtsit,[H_alt=vowel_v],be-at,r_stem,a_present,True,False,False,1,1,1,1,1
904,934,he/she is handling some liquid,kanhtsitoha,tsinvtsitoha,kanhtsitoho'i,unhtsitolv'i,hinhtsita,unhtsitasti,Eventful,nhtsit,[H_alt=vowel_v],be-at,r_stem,a_present,True,False,True,1,1,1,1,1
909,939,he/she hates him/her,kanikwathiha,tsinikwathiha,kanikwathiho'i,unikwathilhv'i,hinikwathika,unikwathisti,Eventful,nikwat,[H_alt=none],hih-hilh,r_stem,a_present,True,False,False,1,1,1,1,1
909,939,he/she hates him/her,kanikwathiha,tsinikwathiha,kanikwathiho'i,unikwathilhv'i,hinikwathika,unikwathisti,Eventful,nikwat,[H_alt=none],hih-hilh,r_stem,a_present,True,False,True,1,1,1,1,1
910,940,he/she is setting up a bed,kanilhati'a,tsinilhati'a,kanilhatisko'i,unilhatv'i,hinilhata,unilhatisti,Eventful,nilhat,[H_alt=none],i-a-i,r_stem,a_present,True,False,False,1,1,1,1,1
910,940,he/she is setting up a bed,kanilhati'a,tsinilhati'a,kanilhatisko'i,unilhatv'i,hinilhata,unilhatisti,Eventful,nilhat,[H_alt=none],i-a-i,r_stem,a_present,True,False,True,1,1,1,1,1
913,943,he/she is pleading,kanilati'a,tsinilati'a,kanilatisko'i,unilatv'i,hinilata,unilatisti,Eventful,nilat,[H_alt=none],i-a-i,r_stem,a_present,True,False,False,1,1,1,1,1
913,943,he/she is pleading,kanilati'a,tsinilati'a,kanilatisko'i,unilatv'i,hinilata,unilatisti,Eventful,nilat,[H_alt=none],i-a-i,r_stem,a_present,True,False,True,1,1,1,1,1
918,948,he/she is hunting,kanohalitoha,tsino'alitoha,kanohalitoho'i,unohalitolv'i,hinohalita,unohalitasti,Eventful,nohalit,[H_alt=glot],be-at,r_stem,a_present,True,False,False,1,1,1,1,1
918,948,he/she is hunting,kanohalitoha,tsino'alitoha,kanohalitoho'i,unohalitolv'i,hinohalita,unohalitasti,Eventful,nohalit,[H_alt=glot],be-at,r_stem,a_present,True,False,True,1,1,1,1,1
921,951,it’s flooding,kanohuki'a,,kanohukisko'i,unohukanv'i,,unohukoti,Eventful,anohuk,[H_alt=none],i-vka,a_stem,a_present,True,False,False,1,1,1,1,1
921,951,it’s flooding,kanohuki'a,,kanohukisko'i,unohukanv'i,,unohukoti,Eventful,anohuk,[H_alt=none],i-vka,a_stem,a_present,True,False,True,1,1,1,1,1
921,951,it’s flooding,kanohuki'a,,kanohukisko'i,unohukanv'i,,unohukoti,Eventful,nohuk,[H_alt=none],i-vka,r_stem,a_present,True,False,False,1,1,1,1,1
921,951,it’s flooding,kanohuki'a,,kanohukisko'i,unohukanv'i,,unohukoti,Eventful,nohuk,[H_alt=none],i-vka,r_stem,a_present,True,False,True,1,1,1,1,1
924,954,it is blowing (refers to wind),kanolv'vska,,kanolv'vsko'i,unolvnv'i,,unolvti,Eventful,anol,[H_alt=none],vsk-long,a_stem,a_present,True,False,False,1,1,1,1,1
924,954,it is blowing (refers to wind),kanolv'vska,,kanolv'vsko'i,unolvnv'i,,unolvti,Eventful,anol,[H_alt=none],vsk-long,a_stem,a_present,True,False,True,1,1,1,1,1
924,954,it is blowing (refers to wind),kanolv'vska,,kanolv'vsko'i,unolvnv'i,,unolvti,Eventful,anolv,[H_alt=none],vsk-post-v,a_stem,a_present,True,False,False,1,1,1,1,1
924,954,it is blowing (refers to wind),kanolv'vska,,kanolv'vsko'i,unolvnv'i,,unolvti,Eventful,anolv,[H_alt=none],vsk-post-v,a_stem,a_present,True,False,True,1,1,1,1,1
924,954,it is blowing (refers to wind),kanolv'vska,,kanolv'vsko'i,unolvnv'i,,unolvti,Eventful,nol,[H_alt=none],vsk-long,r_stem,a_present,True,False,False,1,1,1,1,1
924,954,it is blowing (refers to wind),kanolv'vska,,kanolv'vsko'i,unolvnv'i,,unolvti,Eventful,nol,[H_alt=none],vsk-long,r_stem,a_present,True,False,True,1,1,1,1,1
924,954,it is blowing (refers to wind),kanolv'vska,,kanolv'vsko'i,unolvnv'i,,unolvti,Eventful,nolv,[H_alt=none],vsk-post-v,r_stem,a_present,True,False,False,1,1,1,1,1
924,954,it is blowing (refers to wind),kanolv'vska,,kanolv'vsko'i,unolvnv'i,,unolvti,Eventful,nolv,[H_alt=none],vsk-post-v,r_stem,a_present,True,False,True,1,1,1,1,1
925,955,he/she is stealing it,kanoski'a,tsinoski'a,kanoskisko'i,unoskisv'i,hinoski,unoskisti,Eventful,nos,[H_alt=none],rev-gi,r_stem,a_present,True,False,False,1,1,1,1,1
925,955,he/she is stealing it,kanoski'a,tsinoski'a,kanoskisko'i,unoskisv'i,hinoski,unoskisti,Eventful,nos,[H_alt=none],rev-gi,r_stem,a_present,True,False,True,1,1,1,1,1
925,955,he/she is stealing it,kanoski'a,tsinoski'a,kanoskisko'i,unoskisv'i,hinoski,unoskisti,Eventful,nosk,[H_alt=none],rev-i,r_stem,a_present,True,False,False,1,1,1,1,1
925,955,he/she is stealing it,kanoski'a,tsinoski'a,kanoskisko'i,unoskisv'i,hinoski,unoskisti,Eventful,nosk,[H_alt=none],rev-i,r_stem,a_present,True,False,True,1,1,1,1,1
928,958,he/she is sinking,kanoyvka,tsinoyvka,kanoyvko'i,unoyvtsv'i,hinoyvki,unoyv'isti,Eventful,noyv,[H_alt=none],become,r_stem,a_present,True,False,False,1,1,1,1,2
928,958,he/she is sinking,kanoyvka,tsinoyvka,kanoyvko'i,unoyvtsv'i,hinoyvki,unoyv'isti,Eventful,noyv,[H_alt=none],become,r_stem,a_present,True,False,True,1,1,1,1,2
929,959,he/she is pulling him/her,kanhsane'a,tsinasane'a,kanhsanesko'i,unhsanesv'i,hinasanaki,unhsanesti,Eventful,nhsan,[H_alt=vowel_a],rev-e,r_stem,a_present,True,False,True,1,1,1,1,1
931,961,he/she is dragging him/her,kanhsineka,tsinasineka,kanhsineko'i,unhsinvsv'i,hinasinuka,unhsinvsti,Eventful,nhsin,[H_alt=vowel_a],go,r_stem,a_present,True,False,True,1,1,1,1,1
932,962,he/she is exiting,kanukoka,tsinukoka,kanukoko'i,unukotsv'i,hinuko'i,unukosti,Eventful,nu,[H_alt=none],ko-kots,r_stem,a_present,True,False,False,1,1,1,1,1
932,962,he/she is exiting,kanukoka,tsinukoka,kanukoko'i,unukotsv'i,hinuko'i,unukosti,Eventful,nu,[H_alt=none],ko-kots,r_stem,a_present,True,False,True,1,1,1,1,1
937,967,he/she is twisting him/her,kanutheyoha,tsinutheyoha,kanutheyoho'i,unutheyolv'i,hinutheyaka,unutheyasti,Eventful,nuthey,[H_alt=none],oh-ol,r_stem,a_present,True,False,False,1,1,1,1,3
937,967,he/she is twisting him/her,kanutheyoha,tsinutheyoha,kanutheyoho'i,unutheyolv'i,hinutheyaka,unutheyasti,Eventful,nuthey,[H_alt=none],oh-ol,r_stem,a_present,True,False,True,1,1,1,1,3
938,968,he/she is missing him/her (refers to as a target),kanvti'a,tsinvti'a,kanvtisko'i,unvtv'i,hinvta,unvtisti,Eventful,nvt,[H_alt=none],i-a-i,r_stem,a_present,True,False,False,1,1,1,1,1
938,968,he/she is missing him/her (refers to as a target),kanvti'a,tsinvti'a,kanvtisko'i,unvtv'i,hinvta,unvtisti,Eventful,nvt,[H_alt=none],i-a-i,r_stem,a_present,True,False,True,1,1,1,1,1
940,970,he/she is falling from an upright position,kanvka,tsinvka,kanvko'i,unvtsv'i,hinvki,unv'isti,Eventful,nv,[H_alt=none],become,r_stem,a_present,True,False,False,1,1,1,1,2
940,970,he/she is falling from an upright position,kanvka,tsinvka,kanvko'i,unvtsv'i,hinvki,unv'isti,Eventful,nv,[H_alt=none],become,r_stem,a_present,True,False,True,1,1,1,1,2
942,972,he/she is hammering it,kanvkwalo'a,tsinvkwalo'a,kanvkwalosko'i,unvkwalo'v'i,hinvkwalotsa,unvkwalosti,Eventful,nvkwal,[H_alt=none],o,r_stem,a_present,True,False,False,1,1,1,1,1
942,972,he/she is hammering it,kanvkwalo'a,tsinvkwalo'a,kanvkwalosko'i,unvkwalo'v'i,hinvkwalotsa,unvkwalosti,Eventful,nvkwal,[H_alt=none],o,r_stem,a_present,True,False,True,1,1,1,1,1
946,976,he/she is tying up a leg,kanvlhohiha,tsinvlhohiha,kanvlhohiho'i,unvlholhv'i,hinvlhoka,unvlhosti,Eventful,nvlho,[H_alt=none],hih-lh,r_stem,a_present,True,False,False,1,1,1,1,1
946,976,he/she is tying up a leg,kanvlhohiha,tsinvlhohiha,kanvlhohiho'i,unvlholhv'i,hinvlhoka,unvlhosti,Eventful,nvlho,[H_alt=none],hih-lh,r_stem,a_present,True,False,True,1,1,1,1,1
949,979,he/she is tossing about,kanvtsitoha,tsinvtsitoha,kanvtsitoho'i,unvtsitolv'i,hinvtsita,unvtsitasti,Eventful,nvtsit,[H_alt=none],be-at,r_stem,a_present,True,False,False,1,1,1,1,1
949,979,he/she is tossing about,kanvtsitoha,tsinvtsitoha,kanvtsitoho'i,unvtsitolv'i,hinvtsita,unvtsitasti,Eventful,nvtsit,[H_alt=none],be-at,r_stem,a_present,True,False,True,1,1,1,1,1
950,980,he/she is giving him/her an object (refers to a flexible object),kanvneha,tsinvneha,kanvneho'i,unvnelv'i,hinvsi,unvnehti,Eventful,nvn,[H_alt=none],apl,r_stem,a_present,True,False,False,1,1,1,1,1
950,980,he/she is giving him/her an object (refers to a flexible object),kanvneha,tsinvneha,kanvneho'i,unvnelv'i,hinvsi,unvnehti,Eventful,nvn,[H_alt=none],apl,r_stem,a_present,True,False,True,1,1,1,1,1
955,985,he/she is pushing him/her,kasatoska,tsiyasatoska,kasatosko'i,uwasatoyhv'i,hiyasatoyha,uwasatosti,Eventful,asato,[H_alt=none],sk-h-yh,vowel_stem,a_present,True,False,True,1,1,1,1,1
956,986,he/she is rolling him/her,kasakwalehiha,tsiyasakwalehiha,kasakwalehiho'i,uwasakwalelhv'i,hiyasakwaleka,uwasakwalesti,Eventful,asakwale,[H_alt=none],hih-lh,vowel_stem,a_present,True,False,True,1,1,1,1,1
970,1000,it’s hanging,katha,,katho'i,,hathesti,,StativeFutProg,at,[H_alt=none],stative-h,a_stem,a_present,True,False,False,1,1,1,1,1
970,1000,it’s hanging,katha,,katho'i,,hathesti,,StativeFutProg,at,[H_alt=none],stative-h,a_stem,a_present,True,False,True,1,1,1,1,1
970,1000,it’s hanging,katha,,katho'i,,hathesti,,StativeFutProg,at,[H_alt=none],stative-h,vowel_stem,a_present,True,False,False,1,1,1,1,1
970,1000,it’s hanging,katha,,katho'i,,hathesti,,StativeFutProg,at,[H_alt=none],stative-h,vowel_stem,a_present,True,False,True,1,1,1,1,1
970,1000,it’s hanging,katha,,katho'i,,hathesti,,StativeFutProg,ath,[H_alt=none],stative,a_stem,a_present,True,False,False,1,1,1,1,1
970,1000,it’s hanging,katha,,katho'i,,hathesti,,StativeFutProg,ath,[H_alt=none],stative,a_stem,a_present,True,False,True,1,1,1,1,1
970,1000,it’s hanging,katha,,katho'i,,hathesti,,StativeFutProg,ath,[H_alt=none],stative,vowel_stem,a_present,True,False,False,1,1,1,1,1
970,1000,it’s hanging,katha,,katho'i,,hathesti,,StativeFutProg,ath,[H_alt=none],stative,vowel_stem,a_present,True,False,True,1,1,1,1,1
973,1003,he/she is stabbing him/her,kathiha,tsiyathiha,kathiho'i,uwathilhv'i,hiyathika,uwathisti,Eventful,at,[H_alt=none],hih-hilh,vowel_stem,a_present,True,False,True,1,1,1,1,1
979,1009,he/she is bathing him/her,kawo'a,tsiyawo'a,kawosko'i,uwo'v'i,hiyawotsa,uwosti,Eventful,aw,[H_alt=none],o,a_stem,a_present,True,False,True,1,1,1,1,1
980,1010,he/she is replying,kawohiliyv'a,kawo'iliyv'a,kawohiliyvsko'i,uwohiliyvsv'i,hawohiliyvna,uwohiliyvsti,Eventful,awohiliy,[H_alt=glot],v-vhs,a_stem,a_present,True,False,False,1,1,1,1,1
981,1011,he/she is lecturing him/her,kawonhtiha,tsiwonhtiha,kawonhtisko'i,uwonhthanv'i,hiwonhta,uwonhtohti,Eventful,wonht,[H_alt=none],cause,r_stem,a_present,True,False,False,1,1,1,1,1
981,1011,he/she is lecturing him/her,kawonhtiha,tsiwonhtiha,kawonhtisko'i,uwonhthanv'i,hiwonhta,uwonhtohti,Eventful,wonht,[H_alt=none],cause,r_stem,a_present,True,False,True,1,1,1,1,1
983,1013,he/she is speaking,kawoniha,tsiwoniha,kawonisko'i,uwonisv'i,hiwonihi,uwonihisti,Eventful,won,[H_alt=none],ih-ihi,r_stem,a_present,True,False,False,1,1,1,1,1
983,1013,he/she is speaking,kawoniha,tsiwoniha,kawonisko'i,uwonisv'i,hiwonihi,uwonihisti,Eventful,won,[H_alt=none],ih-ihi,r_stem,a_present,True,False,True,1,1,1,1,1
993,1023,he/she is howling,kelhuhvska,keluhvska,kelhuhvsko'i,uwelhunhv'i,helhuhvka,uwelhuhvsti,Eventful,elhu,[H_alt=drop],hvsk-nh,vowel_stem,a_present,True,False,False,1,1,1,1,3
997,1027,he/she is leading it by a leash,kelisineha,tsiyelisineha,kelisineho'i,,hiyelisinehesti,uwelisinvsti,StativeFutProg,elisin,[H_alt=none],stative-eh,vowel_stem,a_present,True,False,True,1,1,1,1,1
997,1027,he/she is leading it by a leash,kelisineha,tsiyelisineha,kelisineho'i,,hiyelisinehesti,uwelisinvsti,StativeFutProg,elisine,[H_alt=none],stative-h,vowel_stem,a_present,True,False,True,1,1,1,1,1
997,1027,he/she is leading it by a leash,kelisineha,tsiyelisineha,kelisineho'i,,hiyelisinehesti,uwelisinvsti,StativeFutProg,elisineh,[H_alt=none],stative,vowel_stem,a_present,True,False,True,1,1,1,1,1
1014,1044,he/she is leading him/her by the hand,kohineka,tsiyo'ineka,kohineko'i,uwohinvsv'i,hiyo'inuka,uwohinvsti,Eventful,ohin,[H_alt=glot],go,vowel_stem,a_present,True,False,True,1,1,1,1,1
1015,1045,he/she is agreeing with him/her,kohiyhtaneha,tsiyo'iyhtaneha,kohiyhtaneho'i,uwohiyhtanelv'i,hiyo'iyhtasi,uwohiyhtanehti,Eventful,ohiyhtan,[H_alt=glot],apl,vowel_stem,a_present,True,False,True,1,1,1,1,1
1017,1047,he/she is recognizing him/her,kolhka,tsiyolika,kolhko'i,uwolhtsv'i,hiyoliki,uwolhisti,Eventful,olh,[H_alt=vowel_i],become,vowel_stem,a_present,True,False,True,1,1,1,1,4
1018,1048,he/she understands it,kolhka,kolika,kolhko'i,uwolhtsv'i,holhki,uwolhisti,Eventful,olh,[H_alt=vowel_i],become,vowel_stem,a_present,True,False,False,1,1,1,1,4
1021,1051,he/she is getting full,kolhvska,kolvska,kolhvsko'i,uwolhvsv'i,holhvhi,uwolhvhisti,Eventful,olhv,[H_alt=drop],sk-s-hi-hihst,vowel_stem,a_present,True,False,False,1,1,1,1,1
1022,1052,he/she is making it,kolhvska,kolhvska,kolhvsko'i,uwolhvnhv'i,holhvna,uwolhvnhti,Eventful,olh,[H_alt=none],vnh-vsk,vowel_stem,a_present,True,False,False,1,1,1,1,3
1023,1053,he/she is making it fall (refers to a round‚ long object),kohonhtiha,ko'onhtiha,kohonhtisko'i,uwohonhthanv'i,hohonhta,uwohonhtohti,Eventful,ohonht,[H_alt=glot],cause,vowel_stem,a_present,True,False,False,1,1,1,1,1
1024,1054,it’s falling (refers to a round‚ long object),kohoska,ko'oska,kohosko'i,uwohosv'i,hohohi,uwohohisti,Eventful,oho,[H_alt=glot],sk-s-hi-hihst,vowel_stem,a_present,True,False,False,1,1,1,1,1
1027,1057,he/she is writing it,kowheli'a,koweli'a,kowhelisko'i,uwowhelanv'i,howhelvka,uwowheloti,Eventful,owhel,[H_alt=drop],i-vka,vowel_stem,a_present,True,False,False,1,1,1,1,1
1030,1061,he/she is pulling a trigger,kotsane'a,kotsane'a,kotsanesko'i,uwotsanesv'i,hotsanaki,uwotsanesti,Eventful,otsan,[H_alt=none],rev-e,vowel_stem,a_present,True,False,False,1,1,1,1,1
1038,1069,he/she is batting it,kostvniha,kostvniha,kostvniho'i,uwostvnilv'i,hostvnika,uwostvnisti,Eventful,ostvn,[H_alt=none],ih-il,vowel_stem,a_present,True,False,False,1,1,1,1,1
1040,1071,he/she is saying to him/her,koseha,tsiyoseha,koseho'i,uwoselv'i,hiyosi,uwosehti,Eventful,os,[H_alt=none],apl,vowel_stem,a_present,True,False,True,1,1,1,1,1
1041,1072,it’s swelling,kothiska,kothiska,kothisko'i,uwothisv'i,hothihi,uwothihisti,Eventful,othi,[H_alt=none],sk-s-hi-hihst,vowel_stem,a_present,True,False,False,1,1,1,1,1
1043,1074,he/she is building a fire,kothvska,kotvska,kothvsko'i,uwothanv'i,hothvka,uwothti,Eventful,ot,[H_alt=drop],hvsk-han,vowel_stem,a_present,True,False,False,1,1,1,1,1
1044,1075,he/she is unhitching him/her,kutale'a,tsiyutale'a,kutalesko'i,uwutalesv'i,hiyutalaki,uwutalesti,Eventful,utal,[H_alt=none],rev-e,vowel_stem,a_present,True,False,True,1,1,1,1,1
1045,1076,he/she is hitching him/her up,kutalvska,tsiyutalvska,kutalvsko'i,uwutalvnv'i,hiyutalv'vka,uwutalvti,Eventful,utal,[H_alt=none],vsk,vowel_stem,a_present,True,False,True,1,1,1,2,1
1050,1081,he/she is putting a handle on a tool,kuhalhvska,ku'alhvska,kuhalhvsko'i,uwuhalhanv'i,huhalhvka,uwuhalhti,Eventful,uhal,[H_alt=glot],hvsk-han,vowel_stem,a_present,True,False,False,1,1,1,1,1
1052,1083,he/she is washing it,kuhilo'a,ku'ilo'a,kuhilosko'i,uwuhilo'v'i,huhilotsa,uwuhilosti,Eventful,uhil,[H_alt=glot],o,vowel_stem,a_present,True,False,False,1,1,1,1,1
1053,1084,he/she is accusing him/her,kuhistiha,tsiyu'istiha,kuhistisko'i,uwuhisthanv'i,hiyu'ista,uwuhistohti,Eventful,uhist,[H_alt=glot],cause,vowel_stem,a_present,True,False,True,1,1,1,1,1
1055,1086,he/she is covering it,kulhvska,kulhvska,kulhvsko'i,uwulhvnv'i,hulhv'vka,uwulhvti,Eventful,ulh,[H_alt=none],vsk,vowel_stem,a_present,True,False,False,1,1,1,2,1
1056,1087,he/she is putting it in water,kuhvska,ku'vska,kuhvsko'i,uwunhv'i,huhvka,uwuhti,Eventful,u,[H_alt=glot],hvsk-nh,vowel_stem,a_present,True,False,False,1,1,1,1,1
1060,1091,he/she is picking him/her up,kuthe'a,tsiyuthe'a,kuthesko'i,uwuthesv'i,hiyuthaki,uwuthesti,Eventful,uth,[H_alt=none],rev-e,vowel_stem,a_present,True,False,True,1,1,1,1,1
1061,1092,it’s snowing,kuthiha,,kuthisko'i,uwuthanhv'i,,uwuthohti,Eventful,uth,[H_alt=none],cause,vowel_stem,a_present,True,False,False,1,1,2,1,1
1061,1092,it’s snowing,kuthiha,,kuthisko'i,uwuthanhv'i,,uwuthohti,Eventful,uth,[H_alt=none],cause,vowel_stem,a_present,True,False,True,1,1,2,1,1
1063,1094,he/she is sifting it,kvkustiha,kvkustiha,kvkustisko'i,uwakusthanv'i,hvkusta,uwakustohti,Eventful,vkust,[H_alt=none],cause,v_stem,a_present,True,False,False,1,1,1,1,1
1064,1095,it’s leaking,kvkuska,,kvkusko'i,uwakusv'i,,uwakusti,Eventful,vku,[H_alt=none],sk-s-a,v_stem,a_present,True,False,False,1,1,1,1,2
1064,1095,it’s leaking,kvkuska,,kvkusko'i,uwakusv'i,,uwakusti,Eventful,vku,[H_alt=none],sk-s-a,v_stem,a_present,True,False,True,1,1,1,1,2
1064,1095,it’s leaking,kvkuska,,kvkusko'i,uwakusv'i,,uwakusti,Eventful,vku,[H_alt=none],sk-s-hst,v_stem,a_present,True,False,False,1,1,1,1,1
1064,1095,it’s leaking,kvkuska,,kvkusko'i,uwakusv'i,,uwakusti,Eventful,vku,[H_alt=none],sk-s-hst,v_stem,a_present,True,False,True,1,1,1,1,1
1064,1095,it’s leaking,kvkuska,,kvkusko'i,uwakusv'i,,uwakusti,Eventful,vku,[H_alt=none],sk-s-la,v_stem,a_present,True,False,False,1,1,1,1,1
1064,1095,it’s leaking,kvkuska,,kvkusko'i,uwakusv'i,,uwakusti,Eventful,vku,[H_alt=none],sk-s-la,v_stem,a_present,True,False,True,1,1,1,1,1
1067,1098,he/she is alive,kvnha,kvna,kvnho'i,,hvnhesti,,StativeFutProg,vn,[H_alt=drop],stative-h,v_stem,a_present,True,False,False,1,1,1,1,1
1067,1098,he/she is alive,kvnha,kvna,kvnho'i,,hvnhesti,,StativeFutProg,vn,[H_alt=drop],stative-h,vowel_stem,a_present,True,False,False,1,1,1,1,1
1067,1098,he/she is alive,kvnha,kvna,kvnho'i,,hvnhesti,,StativeFutProg,vnh,[H_alt=drop],stative,v_stem,a_present,True,False,False,1,1,1,1,1
1067,1098,he/she is alive,kvnha,kvna,kvnho'i,,hvnhesti,,StativeFutProg,vnh,[H_alt=drop],stative,vowel_stem,a_present,True,False,False,1,1,1,1,1
1071,1102,he/she is cooking it (refers to a specific food),kvnhistiha,kvnistiha,kvnhistisko'i,uwanhisthanv'i,hvnhista,uwanhistohti,Eventful,vnhist,[H_alt=drop],cause,v_stem,a_present,True,False,False,1,1,1,1,1
